player_id,salary,player_name,Age,Pos,Tm,G,GS,MP,TrV,EFF,Tm_use_total,eFGp,FG,FGA,FGp,X3P,X3PA,X3Pp,X2P,X2PA,X2Pp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTF,PTS_per_game,Tm_FGA,Tm_MP,Tm_FTA,Tm_G,Tm_TOV,ASTTOVR,FG_MP,FGA_MP,FGp_MP,X3P_MP,X3PA_MP,X3Pp_MP,X2P_MP,X2PA_MP,X2Pp_MP,FT_MP,FTA_MP,FTp_MP,ORB_MP,DRB_MP,TRB_MP,AST_MP,STL_MP,BLK_MP,TOV_MP,PF_MP,PTS_per_MP,FTF_MP,Creds,ApproxV
397,1378242,Abdel Nader,25,SF,OKC,61,1,694,266.9134,275.5738,0.1507,0.4977,91,215,0.4233,32,100,0.32,59,115,0.513,27,36,0.75,14,102,116,20,20,12,26,68,241,0.1674,3.9508,7706,19855,2049,82,1145,0.7692,0.1311,0.3098,6e-4,0.0461,0.1441,5e-4,0.085,0.1657,7e-4,0.0389,0.0519,0.0011,0.0202,0.147,0.1671,0.0288,0.0288,0.0173,0.0375,0.098,0.3473,2e-4,250,2.9939
404,1757429,Nerlens Noel,24,C,OKC,77,2,1055,515.2423,770.3766,0.1385,0.587,162,276,0.587,0,0,0,162,276,0.587,54,79,0.6835,127,198,325,45,66,96,48,166,378,0.2862,4.9091,7706,19855,2049,82,1145,0.9375,0.1536,0.2616,6e-4,0,0,0,0.1536,0.2616,6e-4,0.0512,0.0749,6e-4,0.1204,0.1877,0.3081,0.0427,0.0626,0.091,0.0455,0.1573,0.3583,3e-4,723,6.6395
426,5451600,Patrick Patterson,29,PF,OKC,63,5,861,215.1447,287.6508,0.1202,0.4795,82,219,0.3744,46,137,0.3358,36,82,0.439,19,30,0.6333,42,105,147,31,16,13,22,46,229,0.137,3.6349,7706,19855,2049,82,1145,1.4091,0.0952,0.2544,4e-4,0.0534,0.1591,4e-4,0.0418,0.0952,5e-4,0.0221,0.0348,7e-4,0.0488,0.122,0.1707,0.036,0.0186,0.0151,0.0256,0.0534,0.266,2e-4,266,3.1365
475,15500000,Dennis Schroeder,25,PG,OKC,79,14,2314,585.2634,1217.8228,0.2421,0.4701,457,1104,0.4139,124,364,0.3407,333,740,0.45,186,227,0.8194,38,246,284,323,65,12,172,189,1224,0.2056,15.4937,7706,19855,2049,82,1145,1.8779,0.1975,0.4771,2e-4,0.0536,0.1573,1e-4,0.1439,0.3198,2e-4,0.0804,0.0981,4e-4,0.0164,0.1063,0.1227,0.1396,0.0281,0.0052,0.0743,0.0817,0.529,1e-4,1048,8.7711
548,35665000,Russell Westbrook,30,PG,OKC,73,73,2630,518.4812,2438.5479,0.3091,0.4681,630,1473,0.4277,119,411,0.2895,511,1062,0.4812,296,451,0.6563,109,698,807,784,142,33,325,245,1675,0.30620000000000003,22.9452,7706,19855,2049,82,1145,2.4123,0.2395,0.5601,2e-4,0.0452,0.1563,1e-4,0.1943,0.4038,2e-4,0.1125,0.1715,2e-4,0.0414,0.2654,0.3068,0.2981,0.054,0.0125,0.1236,0.0932,0.6369,1e-4,2118,14.8671
23,1952760,OG Anunoby,21,SF,TOR,67,6,1352,451.6761,533.1791,0.1546,0.5359,183,404,0.453,67,202,0.3317,116,202,0.5743,36,62,0.5806,58,139,197,47,46,22,55,140,469,0.1535,7,7305,19880,1803,82,1150,0.8545,0.1354,0.2988,3e-4,0.0496,0.1494,2e-4,0.0858,0.1494,4e-4,0.0266,0.0459,4e-4,0.0429,0.1028,0.1457,0.0348,0.034,0.0163,0.0407,0.1036,0.3469,1e-4,479,4.8756
69,457418,Chris Boucher,26,PF,TOR,28,0,163,163.9151,136.75,0.2363,0.5263,34,76,0.4474,12,37,0.3243,22,39,0.5641,13,15,0.8667,16,40,56,2,6,24,7,31,93,0.1974,3.3214,7305,19880,1803,82,1150,0.2857,0.2086,0.4663,0.0027,0.0736,0.227,0.002,0.135,0.2393,0.0035,0.0798,0.092,0.0053,0.0982,0.2454,0.3436,0.0123,0.0368,0.1472,0.0429,0.1902,0.5706,0.0012,130,1.8333
84,800000,Lorenzo Brown,28,PG,TOR,26,0,212,90.4837,82.3846,0.1791,0.3662,23,71,0.3239,6,28,0.2143,17,43,0.3953,3,3,1,5,26,31,28,12,5,16,22,55,0.0423,2.1154,7305,19880,1803,82,1150,1.75,0.1085,0.3349,0.0015,0.0283,0.1321,0.001,0.0802,0.2028,0.0019,0.0142,0.0142,0.0047,0.0236,0.1226,0.1462,0.1321,0.0566,0.0236,0.0755,0.1038,0.2594,2e-4,67,1.1152
194,24119025,Marc Gasol,34,"C, C","TOR, MEM",79,72,2436,257.0875,1674.038,0.3856,0.5052,390,870,0.4483,99,273,0.3626,291,597,0.4874,192,253,0.7589,80,547,627,349,84,86,155,217,1071,0.2908,13.557,7305,19880,1803,82,1150,2.2516,0.1601,0.3571,2e-4,0.0406,0.1121,1e-4,0.1195,0.2451,2e-4,0.0788,0.1039,3e-4,0.0328,0.2245,0.2574,0.1433,0.0345,0.0353,0.0636,0.0891,0.4397,1e-4,1521,11.5979
215,10000000,Danny Green,31,SG,TOR,80,80,2216,365.9846,1045.0625,0.1405,0.6222,293,630,0.4651,198,435,0.4552,95,195,0.4872,37,44,0.8409,60,257,317,126,73,53,75,171,821,0.0698,10.2625,7305,19880,1803,82,1150,1.68,0.1322,0.2843,2e-4,0.0894,0.1963,2e-4,0.0429,0.088,2e-4,0.0167,0.0199,4e-4,0.0271,0.116,0.1431,0.0569,0.0329,0.0239,0.0338,0.0772,0.3705,0,971,8.2831
263,21666667,Serge Ibaka,29,C,TOR,74,51,2010,512.3299,1487.4595,0.2286,0.557,464,877,0.5291,49,169,0.2899,415,708,0.5862,135,177,0.7627,156,445,601,99,29,103,114,211,1112,0.2018,15.027,7305,19880,1803,82,1150,0.8684,0.2308,0.4363,3e-4,0.0244,0.0841,1e-4,0.2065,0.3522,3e-4,0.0672,0.0881,4e-4,0.0776,0.2214,0.299,0.0493,0.0144,0.0512,0.0567,0.105,0.5532,1e-4,1375,10.7525
324,23114066,Kawhi Leonard,27,SF,TOR,60,60,2040,611.8859,1730.9833,0.3029,0.5456,560,1129,0.496,112,302,0.3709,448,827,0.5417,364,426,0.8545,78,361,439,199,106,24,121,87,1596,0.3773,26.6,7305,19880,1803,82,1150,1.6446,0.2745,0.5534,2e-4,0.0549,0.148,2e-4,0.2196,0.4054,3e-4,0.1784,0.2088,4e-4,0.0382,0.177,0.2152,0.0975,0.052,0.0118,0.0593,0.0426,0.7824,2e-4,1612,12.1145
329,12516746,Jeremy Lin,30,"PG, PG","TOR, ATL",74,4,1436,352.305,838.3243,0.4243,0.4908,238,541,0.4399,55,187,0.2941,183,354,0.5169,176,210,0.8381,22,157,179,231,47,13,124,144,707,0.3882,9.5541,7305,19880,1803,82,1150,1.8629,0.1657,0.3767,3e-4,0.0383,0.1302,2e-4,0.1274,0.2465,4e-4,0.1226,0.1462,6e-4,0.0153,0.1093,0.1247,0.1609,0.0327,0.0091,0.0864,0.1003,0.4923,3e-4,716,6.5912
337,32700000,Kyle Lowry,32,PG,TOR,65,65,2213,358.2211,1453.2,0.1955,0.5176,304,739,0.4114,157,453,0.3466,147,286,0.514,161,194,0.8299,41,271,312,564,91,31,182,166,926,0.2625,14.2462,7305,19880,1803,82,1150,3.0989,0.1374,0.3339,2e-4,0.0709,0.2047,2e-4,0.0664,0.1292,2e-4,0.0728,0.0877,4e-4,0.0185,0.1225,0.141,0.2549,0.0411,0.014,0.0822,0.075,0.4184,1e-4,1274,10.1545
338,77250,Jordan Loyd,25,PG,TOR,12,0,55,60.6454,31.8333,0.1942,0.5556,8,18,0.4444,4,8,0.5,4,10,0.4,9,11,0.8182,1,8,9,6,0,0,2,5,29,0.6111,2.4167,7305,19880,1803,82,1150,3,0.1455,0.3273,0.0081,0.0727,0.1455,0.0091,0.0727,0.1818,0.0073,0.1636,0.2,0.0149,0.0182,0.1455,0.1636,0.1091,0,0,0.0364,0.0909,0.5273,0.0111,30,0.6104
357,964104,Patrick McCaw,23,"SG, SG","TOR, CLE",29,1,397,176.9017,136.4138,0.1922,0.4841,26,63,0.4127,9,28,0.3214,17,35,0.4857,13,15,0.8667,7,41,48,29,23,2,17,38,74,0.2381,2.5517,7305,19880,1803,82,1150,1.7059,0.0655,0.1587,0.001,0.0227,0.0705,8e-4,0.0428,0.0882,0.0012,0.0327,0.0378,0.0022,0.0176,0.1033,0.1209,0.073,0.0579,0.005,0.0428,0.0957,0.1864,6e-4,120,1.7265
366,3774176,Jodie Meeks,31,SG,TOR,8,0,104,57.0134,54.75,0.1713,0.641,21,39,0.5385,8,18,0.4444,13,21,0.619,1,1,1,1,11,12,8,1,1,2,5,51,0.0256,6.375,7305,19880,1803,82,1150,4,0.2019,0.375,0.0052,0.0769,0.1731,0.0043,0.125,0.2019,0.006,0.0096,0.0096,0.0096,0.0096,0.1058,0.1154,0.0769,0.0096,0.0096,0.0192,0.0481,0.4904,2e-4,53,0.9354
371,8333333,CJ Miles,31,"SF, SF","TOR, MEM",53,1,856,177.0792,301.434,0.3711,0.4678,112,311,0.3601,67,203,0.33,45,108,0.4167,48,58,0.8276,13,82,95,36,26,15,30,79,339,0.1865,6.3962,7305,19880,1803,82,1150,1.2,0.1308,0.3633,4e-4,0.0783,0.2371,4e-4,0.0526,0.1262,5e-4,0.0561,0.0678,0.001,0.0152,0.0958,0.111,0.0421,0.0304,0.0175,0.035,0.0923,0.396,2e-4,272,3.1894
373,457418,Malcolm Miller,25,SF,TOR,10,0,67,54.6235,26.9,0.1845,0.6154,11,26,0.4231,10,21,0.4762,1,5,0.2,3,4,0.75,1,4,5,1,1,1,1,5,35,0.1538,3.5,7305,19880,1803,82,1150,1,0.1642,0.3881,0.0063,0.1493,0.3134,0.0071,0.0149,0.0746,0.003,0.0448,0.0597,0.0112,0.0149,0.0597,0.0746,0.0149,0.0149,0.0149,0.0149,0.0746,0.5224,0.0023,26,0.5483
383,309859,Eric Moreland,27,"PF, PF","TOR, PHO",5,0,43,46.0783,28,0.1358,0.5,3,7,0.4286,1,1,1,2,6,0.3333,0,0,0,4,16,20,4,1,1,5,9,7,0,1.4,7305,19880,1803,82,1150,0.8,0.0698,0.1628,0.01,0.0233,0.0233,0.0233,0.0465,0.1395,0.0078,0,0,0,0.093,0.3721,0.4651,0.093,0.0233,0.0233,0.1163,0.2093,0.1628,0,24,0.5163
443,9367200,Norman Powell,25,SG,TOR,60,3,1126,413.0516,576.9167,0.1901,0.5675,193,400,0.4825,68,170,0.4,125,230,0.5435,62,75,0.8267,16,123,139,91,39,13,65,96,516,0.1875,8.6,7305,19880,1803,82,1150,1.4,0.1714,0.3552,4e-4,0.0604,0.151,4e-4,0.111,0.2043,5e-4,0.0551,0.0666,7e-4,0.0142,0.1092,0.1234,0.0808,0.0346,0.0115,0.0577,0.0853,0.4583,2e-4,513,5.133
456,1569360,Malachi Richardson,23,SG,TOR,22,0,103,39.6086,22.6364,0.1636,0.4483,9,29,0.3103,8,25,0.32,1,4,0.25,4,5,0.8,2,11,13,0,1,0,8,13,30,0.1724,1.3636,7305,19880,1803,82,1150,0,0.0874,0.2816,0.003,0.0777,0.2427,0.0031,0.0097,0.0388,0.0024,0.0388,0.0485,0.0078,0.0194,0.1068,0.1262,0,0.0097,0,0.0777,0.1262,0.2913,0.0017,15,0.363
482,1544951,Pascal Siakam,24,PF,TOR,80,79,2548,692.9919,1783.075,0.2079,0.591,519,945,0.5492,79,214,0.3692,440,731,0.6019,237,302,0.7848,124,425,549,248,73,52,154,241,1354,0.3196,16.925,7305,19880,1803,82,1150,1.6104,0.2037,0.3709,2e-4,0.031,0.084,1e-4,0.1727,0.2869,2e-4,0.093,0.1185,3e-4,0.0487,0.1668,0.2155,0.0973,0.0286,0.0204,0.0604,0.0946,0.5314,1e-4,1631,12.2214
530,16539326,Jonas Valanciunas,26,"C, C","TOR, MEM",49,27,1091,539.6139,1047.1633,0.5724,0.5725,301,538,0.5595,14,48,0.2917,287,490,0.5857,147,185,0.7946,106,313,419,70,19,53,90,146,763,0.3439,15.5714,7305,19880,1803,82,1150,0.7778,0.2759,0.4931,5e-4,0.0128,0.044,3e-4,0.2631,0.4491,5e-4,0.1347,0.1696,7e-4,0.0972,0.2869,0.3841,0.0642,0.0174,0.0486,0.0825,0.1338,0.6994,3e-4,959,8.2062
533,8653847,Fred VanVleet,24,PG,TOR,64,28,1760,540.2005,878.7188,0.179,0.5033,246,600,0.41,112,296,0.3784,134,304,0.4408,97,115,0.8435,21,146,167,307,57,20,82,110,701,0.1917,10.9531,7305,19880,1803,82,1150,3.7439,0.1398,0.3409,2e-4,0.0636,0.1682,2e-4,0.0761,0.1727,3e-4,0.0551,0.0653,5e-4,0.0119,0.083,0.0949,0.1744,0.0324,0.0114,0.0466,0.0625,0.3983,1e-4,798,7.1496
566,2536898,Delon Wright,26,"PG, PG","TOR, MEM",75,13,1699,514.3703,936.9733,0.3628,0.4785,242,558,0.4337,50,168,0.2976,192,390,0.4923,119,150,0.7933,68,198,266,248,88,30,77,103,653,0.2688,8.7067,7305,19880,1803,82,1150,3.2208,0.1424,0.3284,3e-4,0.0294,0.0989,2e-4,0.113,0.2295,3e-4,0.07,0.0883,5e-4,0.04,0.1165,0.1566,0.146,0.0518,0.0177,0.0453,0.0606,0.3843,2e-4,861,7.5689
31,7314960,Marvin Bagley,19,PF,SAC,62,4,1567,664.3553,1115.4194,0.2423,0.5255,356,706,0.5042,30,96,0.3125,326,610,0.5344,181,262,0.6908,162,309,471,62,33,59,98,120,923,0.3711,14.8871,7637,19730,1865,82,1095,0.6327,0.2272,0.4505,3e-4,0.0191,0.0613,2e-4,0.208,0.3893,3e-4,0.1155,0.1672,4e-4,0.1034,0.1972,0.3006,0.0396,0.0211,0.0377,0.0625,0.0766,0.589,2e-4,1019,8.5884
36,24107258,Harrison Barnes,26,"SF, PF","SAC, DAL",77,77,2533,562.6738,1157.7273,0.4,0.5044,431,1027,0.4197,174,441,0.3946,257,586,0.4386,229,278,0.8237,57,304,361,115,50,13,98,122,1265,0.2707,16.4286,7637,19730,1865,82,1095,1.1735,0.1702,0.4054,2e-4,0.0687,0.1741,2e-4,0.1015,0.2313,2e-4,0.0904,0.1098,3e-4,0.0225,0.12,0.1425,0.0454,0.0197,0.0051,0.0387,0.0482,0.4994,1e-4,1061,8.8525
57,6500000,Nemanja Bjelica,30,PF,SAC,77,70,1788,419.2126,1109.9351,0.1653,0.5658,284,593,0.4789,103,257,0.4008,181,336,0.5387,70,92,0.7609,125,319,444,147,54,56,82,197,741,0.1551,9.6234,7637,19730,1865,82,1095,1.7927,0.1588,0.3317,3e-4,0.0576,0.1437,2e-4,0.1012,0.1879,3e-4,0.0391,0.0515,4e-4,0.0699,0.1784,0.2483,0.0822,0.0302,0.0313,0.0459,0.1102,0.4144,1e-4,1029,8.6515
63,9000000,Bogdan Bogdanovic,26,SG,SAC,70,17,1947,534.9669,1055.3286,0.223,0.4959,361,863,0.4183,134,372,0.3602,227,491,0.4623,134,162,0.8272,40,203,243,267,72,15,117,142,990,0.1877,14.1429,7637,19730,1865,82,1095,2.2821,0.1854,0.4432,2e-4,0.0688,0.1911,2e-4,0.1166,0.2522,2e-4,0.0688,0.0832,4e-4,0.0205,0.1043,0.1248,0.1371,0.037,0.0077,0.0601,0.0729,0.5085,1e-4,940,8.084
89,11536515,Alec Burks,27,"SG, SG, SG","SAC, UTA, CLE",64,24,1375,410.349,675.9844,0.5085,0.4694,192,474,0.4051,61,168,0.3631,131,306,0.4281,116,141,0.8227,30,205,235,128,39,21,65,91,561,0.2975,8.7656,7637,19730,1865,82,1095,1.9692,0.1396,0.3447,3e-4,0.0444,0.1222,3e-4,0.0953,0.2225,3e-4,0.0844,0.1025,6e-4,0.0218,0.1491,0.1709,0.0931,0.0284,0.0153,0.0473,0.0662,0.408,2e-4,612,5.8593
104,4696874,Willie Cauley-Stein,25,C,SAC,81,81,2213,653.2179,1539.963,0.1749,0.5567,412,741,0.556,1,2,0.5,411,739,0.5562,140,254,0.5512,181,497,678,194,96,51,84,227,965,0.3428,11.9136,7637,19730,1865,82,1095,2.3095,0.1862,0.3348,3e-4,5e-4,9e-4,2e-4,0.1857,0.3339,3e-4,0.0633,0.1148,2e-4,0.0818,0.2246,0.3064,0.0877,0.0434,0.023,0.038,0.1026,0.4361,2e-4,1457,11.2299
179,3000000,Yogi Ferrell,25,PG,SAC,71,3,1067,388.1916,499.4366,0.1632,0.5114,153,352,0.4347,54,149,0.3624,99,203,0.4877,60,67,0.8955,13,96,109,137,36,4,40,64,420,0.1903,5.9155,7637,19730,1865,82,1095,3.425,0.1434,0.3299,4e-4,0.0506,0.1396,3e-4,0.0928,0.1903,5e-4,0.0562,0.0628,8e-4,0.0122,0.09,0.1022,0.1284,0.0337,0.0037,0.0375,0.06,0.3936,2e-4,460,4.7299
183,5470920,De'Aaron Fox,21,PG,SAC,81,81,2546,728.5399,1757.1975,0.2454,0.4973,505,1102,0.4583,86,232,0.3707,419,870,0.4816,303,417,0.7266,43,261,304,590,133,45,227,204,1399,0.3784,17.2716,7637,19730,1865,82,1095,2.5991,0.1984,0.4328,2e-4,0.0338,0.0911,1e-4,0.1646,0.3417,2e-4,0.119,0.1638,3e-4,0.0169,0.1025,0.1194,0.2317,0.0522,0.0177,0.0892,0.0801,0.5495,1e-4,1533,11.6664
200,2207040,Harry Giles,20,PF,SAC,58,0,820,465.7978,560.7414,0.2323,0.5029,175,348,0.5029,0,6,0,175,342,0.5117,58,91,0.6374,66,156,222,85,31,22,73,150,408,0.2615,7.0345,7637,19730,1865,82,1095,1.1644,0.2134,0.4244,6e-4,0,0.0073,0,0.2134,0.4171,6e-4,0.0707,0.111,8e-4,0.0805,0.1902,0.2707,0.1037,0.0378,0.0268,0.089,0.1829,0.4976,3e-4,489,4.9518
244,3833760,Buddy Hield,26,SG,SAC,82,82,2615,631.3537,1642.2195,0.2513,0.5603,623,1360,0.4581,278,651,0.427,345,709,0.4866,171,193,0.886,106,306,412,205,58,33,146,202,1695,0.1419,20.6707,7637,19730,1865,82,1095,1.4041,0.2382,0.5201,2e-4,0.1063,0.2489,2e-4,0.1319,0.2711,2e-4,0.0654,0.0738,3e-4,0.0405,0.117,0.1576,0.0784,0.0222,0.0126,0.0558,0.0772,0.6482,1e-4,1498,11.4661
275,2807880,Justin Jackson,23,"SF, SF","SAC, DAL",81,14,1614,494.0524,651.642,0.2991,0.5371,217,485,0.4474,87,245,0.3551,130,240,0.5417,62,79,0.7848,44,168,212,96,32,14,29,99,583,0.1629,7.1975,7637,19730,1865,82,1095,3.3103,0.1344,0.3005,3e-4,0.053900000000000003,0.1518,2e-4,0.0805,0.1487,3e-4,0.0384,0.0489,5e-4,0.0273,0.1041,0.1314,0.0595,0.0198,0.0087,0.018,0.0613,0.3612,1e-4,623,5.9381
290,142111,BJ Johnson,23,"SF, SF","SAC, ATL",7,0,49,52.4986,23.7143,0.3162,0.5833,9,18,0.5,3,7,0.4286,6,11,0.5455,2,2,1,2,6,8,0,2,0,2,4,23,0.1111,3.2857,7637,19730,1865,82,1095,0,0.1837,0.3673,0.0102,0.0612,0.1429,0.0087,0.1224,0.2245,0.0111,0.0408,0.0408,0.0204,0.0408,0.1224,0.1633,0,0.0408,0,0.0408,0.0816,0.4694,0.0023,22,0.4837
312,8739500,Kosta Koufos,29,C,SAC,42,1,502,222.8911,307.3571,0.1568,0.4771,73,153,0.4771,0,0,0,73,153,0.4771,10,24,0.4167,52,125,177,36,15,18,27,68,156,0.1569,3.7143,7637,19730,1865,82,1095,1.3333,0.1454,0.3048,0.001,0,0,0,0.1454,0.3048,0.001,0.0199,0.0478,8e-4,0.1036,0.249,0.3526,0.0717,0.0299,0.0359,0.0538,0.1355,0.3108,3e-4,281,3.2682
352,1378242,Frank Mason,24,PG,SAC,38,0,435,232.733,225.0526,0.2185,0.4615,71,169,0.4201,14,64,0.2188,57,105,0.5429,39,57,0.6842,6,37,43,84,16,4,36,34,195,0.3373,5.1316,7637,19730,1865,82,1095,2.3333,0.1632,0.3885,0.001,0.0322,0.1471,5e-4,0.131,0.2414,0.0012,0.0897,0.131,0.0016,0.0138,0.0851,0.0989,0.1931,0.0368,0.0092,0.0828,0.0782,0.4483,8e-4,190,2.4369
364,5460000,Ben McLemore,25,SG,SAC,19,0,158,96.512,61.7368,0.1942,0.5234,25,64,0.3906,17,41,0.4146,8,23,0.3478,8,12,0.6667,3,14,17,4,6,3,5,22,75,0.1875,3.9474,7637,19730,1865,82,1095,0.8,0.1582,0.4051,0.0025,0.1076,0.2595,0.0026,0.0506,0.1456,0.0022,0.0506,0.0759,0.0042,0.019,0.0886,0.1076,0.0253,0.038,0.019,0.0316,0.1392,0.4747,0.0012,57,0.9878
481,11011234,Iman Shumpert,28,"SG, SG","SAC, HOU",62,41,1481,345.1767,554.1935,0.2789,0.4809,167,446,0.3744,95,273,0.348,72,173,0.4162,36,45,0.8,27,156,183,112,59,24,50,127,465,0.1009,7.5,7637,19730,1865,82,1095,2.24,0.1128,0.3011,3e-4,0.0641,0.1843,2e-4,0.0486,0.1168,3e-4,0.0243,0.0304,5e-4,0.0182,0.1053,0.1236,0.0756,0.0398,0.0162,0.0338,0.0858,0.314,1e-4,505,5.0728
560,77250,Troy Williams,24,SF,SAC,21,0,312,180.0788,138.5714,0.1504,0.5204,44,98,0.449,14,44,0.3182,30,54,0.5556,9,15,0.6,12,47,59,11,10,8,9,37,111,0.15310000000000001,5.2857,7637,19730,1865,82,1095,1.2222,0.141,0.3141,0.0014,0.0449,0.141,0.001,0.0962,0.1731,0.0018,0.0288,0.0481,0.0019,0.0385,0.1506,0.1891,0.0353,0.0321,0.0256,0.0288,0.1186,0.3558,5e-4,130,1.8333
25,15000000,Trevor Ariza,33,"SF, SF","WAS, PHO",69,69,2349,274.6298,1120.4638,0.3204,0.498,294,736,0.3995,145,434,0.3341,149,302,0.4934,130,164,0.7927,50,321,371,252,91,21,106,130,863,0.2228,12.5072,7387,19930,1963,82,1154,2.3774,0.1252,0.3133,2e-4,0.0617,0.1848,1e-4,0.0634,0.1286,2e-4,0.0553,0.0698,3e-4,0.0213,0.1367,0.1579,0.1073,0.0387,0.0089,0.0451,0.0553,0.3674,1e-4,1016,8.5694
32,4697823,Ron Baker,25,"SG, SG","WAS, NYK",15,0,152,53.0774,29.6667,0.143,0.225,4,20,0.2,1,13,0.0769,3,7,0.4286,5,6,0.8333,1,10,11,15,6,1,5,18,14,0.3,0.9333,7387,19930,1963,82,1154,3,0.0263,0.1316,0.0013,0.0066,0.0855,5e-4,0.0197,0.0461,0.0028,0.0329,0.0395,0.0055,0.0066,0.0658,0.0724,0.0987,0.0395,0.0066,0.0329,0.1184,0.0921,0.002,25,0.5324
43,25434262,Bradley Beal,25,SG,WAS,82,82,3028,690.0412,2203.2683,0.2842,0.5398,764,1609,0.4748,209,596,0.3507,555,1013,0.5479,362,448,0.808,89,322,411,448,121,58,224,226,2099,0.2784,25.5976,7387,19930,1963,82,1154,2,0.2523,0.5314,2e-4,0.069,0.1968,1e-4,0.1833,0.3345,2e-4,0.1196,0.148,3e-4,0.0294,0.1063,0.1357,0.148,0.04,0.0192,0.074,0.0746,0.6932,1e-4,1982,14.1452
81,2752680,Troy Brown,19,SF,WAS,52,10,730,367.9798,346.4231,0.1653,0.4615,97,234,0.4145,22,69,0.3188,75,165,0.4545,32,47,0.6809,35,110,145,80,21,5,30,56,248,0.2009,4.7692,7387,19930,1963,82,1154,2.6667,0.1329,0.3205,6e-4,0.0301,0.0945,4e-4,0.1027,0.226,6e-4,0.0438,0.0644,9e-4,0.0479,0.1507,0.1986,0.1096,0.0288,0.0068,0.0411,0.0767,0.3397,3e-4,317,3.5775
86,1378242,Thomas Bryant,21,C,WAS,72,53,1496,668.2821,1172.1667,0.1763,0.6484,309,502,0.6155,33,99,0.3333,276,403,0.6849,107,137,0.781,113,341,454,92,25,67,60,126,758,0.2729,10.5278,7387,19930,1963,82,1154,1.5333,0.2066,0.3356,4e-4,0.0221,0.0662,2e-4,0.1845,0.2694,5e-4,0.0715,0.0916,5e-4,0.0755,0.2279,0.3035,0.0615,0.0167,0.0448,0.0401,0.0842,0.5067,2e-4,1113,9.176
140,2760094,Sam Dekker,24,"PF, PF","WAS, CLE",47,5,788,342.7513,371.4894,0.3148,0.5059,120,256,0.4688,19,62,0.3065,101,194,0.5206,28,46,0.6087,53,95,148,46,38,7,24,47,287,0.1797,6.1064,7387,19930,1963,82,1154,1.9167,0.1523,0.3249,6e-4,0.0241,0.0787,4e-4,0.1282,0.2462,7e-4,0.0355,0.0584,8e-4,0.0673,0.1206,0.1878,0.0584,0.0482,0.0089,0.0305,0.0596,0.3642,2e-4,348,3.8368
217,2393887,Jeff Green,32,PF,WAS,77,44,2097,322.1726,1088.6883,0.1776,0.5553,326,687,0.4745,111,320,0.3469,215,367,0.5858,183,206,0.8883,57,252,309,137,43,39,101,160,946,0.2999,12.2857,7387,19930,1963,82,1154,1.3564,0.1555,0.3276,2e-4,0.0529,0.1526,2e-4,0.1025,0.175,3e-4,0.0873,0.0982,4e-4,0.0272,0.1202,0.1474,0.0653,0.0205,0.0186,0.0482,0.0763,0.4511,1e-4,989,8.398
258,24256725,Dwight Howard,33,C,WAS,9,9,230,87.3747,166.2222,0.1956,0.6232,43,69,0.6232,0,0,0,43,69,0.6232,29,48,0.6042,24,59,83,4,7,4,16,34,115,0.6957,12.7778,7387,19930,1963,82,1154,0.25,0.187,0.3,0.0027,0,0,0,0.187,0.3,0.0027,0.1261,0.2087,0.0026,0.1043,0.2565,0.3609,0.0174,0.0304,0.0174,0.0696,0.1478,0.5,0.003,152,2.0614
281,585809,John Jenkins,27,"SG, SG","WAS, NYK",26,0,333,134.9998,115.6538,0.2213,0.5048,42,105,0.4,22,58,0.3793,20,47,0.4255,15,18,0.8333,6,31,37,22,0,2,9,10,121,0.1714,4.6538,7387,19930,1963,82,1154,2.4444,0.1261,0.3153,0.0012,0.0661,0.1742,0.0011,0.0601,0.1411,0.0013,0.045,0.0541,0.0025,0.018,0.0931,0.1111,0.0661,0,0.006,0.027,0.03,0.3634,5e-4,107,1.5842
347,16000000,Ian Mahinmi,32,C,WAS,34,6,498,140.2879,256.3824,0.1292,0.4663,47,104,0.4519,3,16,0.1875,44,88,0.5,42,61,0.6885,48,80,128,25,25,16,21,84,139,0.5865,4.0882,7387,19930,1963,82,1154,1.1905,0.0944,0.2088,9e-4,0.006,0.0321,4e-4,0.0884,0.1767,0.001,0.0843,0.1225,0.0014,0.0964,0.1606,0.257,0.0502,0.0502,0.0321,0.0422,0.1687,0.2791,0.0012,236,2.8672
365,77250,Jordan McRae,27,SG,WAS,27,0,333,177.3684,173.4444,0.2042,0.5077,61,130,0.4692,10,35,0.2857,51,95,0.5368,28,35,0.8,6,34,40,30,13,7,15,26,160,0.2692,5.9259,7387,19930,1963,82,1154,2,0.1832,0.3904,0.0014,0.03,0.1051,9e-4,0.1532,0.2853,0.0016,0.0841,0.1051,0.0024,0.018,0.1021,0.1201,0.0901,0.039,0.021,0.045,0.0781,0.4805,8e-4,159,2.1322
420,3208630,Kelly Oubre,23,"SF, SF","WAS, PHO",69,19,1935,608.2879,1075.5072,0.4565,0.5095,375,842,0.4454,108,338,0.3195,267,504,0.5298,189,244,0.7746,71,254,325,84,84,59,103,181,1047,0.2898,15.1739,7387,19930,1963,82,1154,0.8155,0.1938,0.4351,2e-4,0.0558,0.1747,2e-4,0.138,0.2605,3e-4,0.0977,0.1261,4e-4,0.0367,0.1313,0.168,0.0434,0.0434,0.0305,0.0532,0.0935,0.5411,1e-4,974,8.3023
